"user_supplied_name","submitted_name","data_source_id","data_source_title","gni_uuid","matched_name","classification_path","classification_path_ranks","classification_path_ids","taxon_id","edit_distance","imported_at","match_type","match_value","prescore","score","genus"
"Mycobilimbia berengeriana","Mycobilimbia berengeriana",4,"National Center for Biotechnology Information","cca2c58e-7c98-59de-95ae-da184b2f3f91","Mycobilimbia","|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota||Pezizomycotina||Lecanoromycetes||Lecanoromycetidae|Lecideales|Lecideaceae|Mycobilimbia","|superkingdom|clade|kingdom|subkingdom|phylum|clade|subphylum|clade|class|clade|subclass|order|family|genus","131567|2759|33154|4751|451864|4890|716545|147538|716546|147547|1520881|388435|1500419|40595|273089","273089",0,"2024-01-09T22:16:12Z","6","Could only match genus","1|0|0",0.75,"Mycobilimbia"
"Mycodiplosis populifolia","Mycodiplosis populifolia",4,"National Center for Biotechnology Information","5065fee7-0a86-5c52-8117-cc9b8c9616ba","Mycodiplosis","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Nematocera|Bibionomorpha|Sciaroidea|Cecidomyiidae|Cecidomyiinae|Cecidomyiidi|Mycodiplosini|Mycodiplosis","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily||tribe|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7148|43784|41830|33406|43793|52723|996606|996607","996607",0,"2024-01-09T22:40:52Z","6","Could only match genus","1|0|0",0.75,"Mycodiplosis"
"Mycomya alternata","Mycomya alternata",4,"National Center for Biotechnology Information","65a1c95c-2525-5035-b2b9-020a5a885032","Mycomya","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Nematocera|Bibionomorpha|Sciaroidea|Mycetophilidae|Mycomyinae|Mycomya","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7148|43784|41830|29035|1784699|608706","608706",0,"2024-01-09T22:29:16Z","6","Could only match genus","1|0|0",0.75,"Mycomya"
"Mycoporum compositum","Mycoporum compositum",4,"National Center for Biotechnology Information","560d7d62-123e-5fe0-b2f1-3cf0f5b43026","Mycoporum","|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota||Pezizomycotina|||Dothideomycetes||Mycoporaceae|Mycoporum","|superkingdom|clade|kingdom|subkingdom|phylum|clade|subphylum|clade|clade|class||family|genus","131567|2759|33154|4751|451864|4890|716545|147538|716546|715962|147541|159987|281215|2547817","2547817",0,"2024-01-09T23:42:13Z","6","Could only match genus","1|0|0",0.75,"Mycoporum"
"Mycosphaerella cerasella","Mycosphaerella cerasella",4,"National Center for Biotechnology Information","9e97d49d-4bd3-5ff5-a420-e2d6734ac501","Mycosphaerella","|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota||Pezizomycotina|||Dothideomycetes|Dothideomycetidae|Mycosphaerellales|Mycosphaerellaceae|Mycosphaerella","|superkingdom|clade|kingdom|subkingdom|phylum|clade|subphylum|clade|clade|class|subclass|order|family|genus","131567|2759|33154|4751|451864|4890|716545|147538|716546|715962|147541|451867|2726947|93133|41254","41254",0,"2024-01-09T22:06:14Z","6","Could only match genus","1|0|0",0.75,"Mycosphaerella"
"Mydaea discimana","Mydaea discimana",4,"National Center for Biotechnology Information","7b73b25e-5f71-5c53-89c2-82bfafdfdfef","Mydaea","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Brachycera|Muscomorpha|Eremoneura|Cyclorrhapha|Schizophora|Calyptratae|Muscoidea|Muscidae|Mydaeinae|Mydaea","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|clade|clade|||superfamily|family|subfamily|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7203|43733|480118|480117|43738|43742|43754|7366|57888|559689","559689",0,"2024-01-09T22:27:45Z","6","Could only match genus","1|0|0",0.75,"Mydaea"
"Myelois obnupsella","Myelois obnupsella",4,"National Center for Biotechnology Information","882709e1-d2cd-51ef-b7b4-4047f6bfaf17","Myelois","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Obtectomera|Pyraloidea|Pyralidae|Phycitinae|Myelois","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|clade|superfamily|family|subfamily|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|104431|37573|7135|40083|1870672","1870672",0,"2024-01-09T23:14:50Z","6","Could only match genus","1|0|0",0.75,"Myelois"
"Myodes gapperi","Myodes gapperi",4,"National Center for Biotechnology Information","95d99426-fa5f-5db7-a352-1ac53195b834","Myodes","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Sarcopterygii|Dipnotetrapodomorpha|Tetrapoda|Amniota|Mammalia|Theria|Eutheria|Boreoeutheria|Euarchontoglires|Glires|Rodentia|Myomorpha|Muroidea|Cricetidae|Arvicolinae|Myodes","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|clade|clade|clade|class|clade|clade|clade|superorder|clade|order|suborder|clade|family|subfamily|genus","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|8287|1338369|32523|32524|40674|32525|9347|1437010|314146|314147|9989|1963758|337687|337677|39087|447134","447134",0,"2024-01-09T22:23:21Z","6","Could only match genus","1|0|0",0.75,"Myodes"
"Myoleja nigricornis","Myoleja nigricornis",4,"National Center for Biotechnology Information","b88a93b5-db2c-5121-9788-5b75069107e7","Myoleja","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Brachycera|Muscomorpha|Eremoneura|Cyclorrhapha|Schizophora|Acalyptratae|Tephritoidea|Tephritidae|Trypetinae|Trypetini|Chetostomatina|Myoleja","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|clade|clade|||superfamily|family|subfamily|tribe|subtribe|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7203|43733|480118|480117|43738|43741|43752|7211|43867|43899|46890|28603","28603",0,"2024-01-09T22:05:45Z","6","Could only match genus","1|0|0",0.75,"Myoleja"
"Myospila assimilis","Myospila assimilis",4,"National Center for Biotechnology Information","619b87eb-720e-5fcd-a9ff-ebcc3071801a","Myospila","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Brachycera|Muscomorpha|Eremoneura|Cyclorrhapha|Schizophora|Calyptratae|Muscoidea|Muscidae|Mydaeinae|Myospila","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|clade|clade|||superfamily|family|subfamily|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7203|43733|480118|480117|43738|43742|43754|7366|57888|520040","520040",0,"2024-01-09T22:26:14Z","6","Could only match genus","1|0|0",0.75,"Myospila"
"Myriolecis torrida","Myriolecis torrida",4,"National Center for Biotechnology Information","44d2d47d-dcde-57c3-99d6-442c7373a095","Myriolecis","|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota||Pezizomycotina||Lecanoromycetes||Lecanoromycetidae|Lecanorales|Lecanorineae|Lecanoraceae|Myriolecis","|superkingdom|clade|kingdom|subkingdom|phylum|clade|subphylum|clade|class|clade|subclass|order|suborder|family|genus","131567|2759|33154|4751|451864|4890|716545|147538|716546|147547|1520881|388435|5197|157822|39933|2652863","2652863",0,"2024-01-09T23:46:05Z","6","Could only match genus","1|0|0",0.75,"Myriolecis"
"Myrionema corunnae","Myrionema corunnae",4,"National Center for Biotechnology Information","9ac7ad82-3640-570e-a804-7c45bb13388b","Myrionema","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Cnidaria|Hydrozoa|Hydroidolina|Anthoathecata|Filifera|Eudendriidae|Myrionema","|superkingdom|clade|kingdom|clade|phylum|class|subclass|order|suborder|family|genus","131567|2759|33154|33208|6072|6073|6074|37516|406427|406428|168736|1664064","1664064",0,"2024-01-09T23:06:44Z","6","Could only match genus","1|0|0",0.75,"Myrionema"
"Myriotrochus rinkii","Myriotrochus rinkii",4,"National Center for Biotechnology Information","60d45936-365e-5c04-b4cf-6e69d0dfba01","Myriotrochus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Echinodermata|Eleutherozoa|Echinozoa|Holothuroidea|Apodacea|Apodida|Myriotrochidae|Myriotrochus","|superkingdom|clade|kingdom|clade|clade|clade|phylum|clade|superclass|class|subclass|order|family|genus","131567|2759|33154|33208|6072|33213|33511|7586|133551|7624|7705|7694|7701|1902920|1902864","1902864",0,"2024-01-09T23:16:13Z","6","Could only match genus","1|0|0",0.75,"Myriotrochus"
"Myrmecozela effrenatella","Myrmecozela effrenatella",4,"National Center for Biotechnology Information","2fcef7a1-9256-5507-a81a-2b6be29da6b8","Myrmecozela","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Tineoidea|Tineidae|Myrmecozelinae|Myrmecozela","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|superfamily|family|subfamily|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|41011|41012|753652|753372","753372",0,"2024-01-09T22:33:34Z","6","Could only match genus","1|0|0",0.75,"Myrmecozela"
"Myrmica brevinodis","Myrmica brevinodis",4,"National Center for Biotechnology Information","36a8ff77-19d8-5486-893d-eb5927d278c8","Myrmica","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Hymenoptera|Apocrita|Aculeata|Formicoidea|Formicidae|Myrmicinae|Myrmicini|Myrmica","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7399|7400|7434|2153479|36668|34695|144012|27492","27492",0,"2024-01-09T22:05:43Z","6","Could only match genus","1|0|0",0.75,"Myrmica"
"Myrsidea americana","Myrsidea americana",4,"National Center for Biotechnology Information","e30a2f5a-329c-5e42-896c-6301366ff53c","Myrsidea","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Paraneoptera|Psocodea|Phthiraptera|Amblycera|Menoponidae|Myrsidea","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|family|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33342|1930602|85819|50629|50630|160160","160160",0,"2024-01-09T22:11:21Z","6","Could only match genus","1|0|0",0.75,"Myrsidea"
"Mysmena quebecana","Mysmena quebecana",4,"National Center for Biotechnology Information","5850ad42-6491-5fed-9300-ccbc1fdd0b22","Mysmena","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Chelicerata|Arachnida|Araneae|Araneomorphae|Entelegynae|Orbiculariae|Araneoidea|Mysmenidae|Mysmena","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|subphylum|class|order|suborder|clade|clade|superfamily|family|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|6843|6854|6893|6905|74971|74974|74975|233275|233280","233280",0,"2024-01-09T22:14:29Z","6","Could only match genus","1|0|0",0.75,"Mysmena"
"Mystides borealis","Mystides borealis",4,"National Center for Biotechnology Information","18b19a7a-3cd6-5d44-8806-a03f9c8a838f","Mystides","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Annelida|Polychaeta|Errantia|Phyllodocida|Phyllodocidae|Mystides","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|order|family|genus","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6340|6341|105390|6348|195257|329448","329448",0,"2024-01-09T22:18:25Z","6","Could only match genus","1|0|0",0.75,"Mystides"
"Myxexoristops fronto","Myxexoristops fronto",4,"National Center for Biotechnology Information","0741b820-971e-5746-9e0a-36e6ed47ab92","Myxexoristops","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Brachycera|Muscomorpha|Eremoneura|Cyclorrhapha|Schizophora|Calyptratae|Oestroidea|Tachinidae|Exoristinae|Goniini|Myxexoristops","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|clade|clade|||superfamily|family|subfamily|tribe|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7203|43733|480118|480117|43738|43742|43755|27474|43917|179445|1897231","1897231",0,"2024-01-09T23:15:55Z","6","Could only match genus","1|0|0",0.75,"Myxexoristops"
"Nabis americolimbata","Nabis americolimbata",4,"National Center for Biotechnology Information","4222869e-db6f-5304-9908-da72dce74ec4","Nabis","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Paraneoptera|Hemiptera|Prosorrhyncha|Heteroptera|Euheteroptera|Neoheteroptera|Panheteroptera|Cimicomorpha|Cimicoidea|Nabidae|Nabinae|Nabis|Nabis","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|clade|suborder|clade|clade|clade|infraorder|superfamily|family|subfamily|genus|subgenus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33342|7524|33343|33345|33347|33349|33351|33354|33355|57993|528086|58007|347963","347963",0,"2024-01-09T22:19:14Z","6","Could only match genus","1|0|0",0.75,"Nabis"
"Nacophora quernaria","Nacophora quernaria",4,"National Center for Biotechnology Information","481c3d85-242e-5171-81b5-337e030e8dee","Nacophora","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Obtectomera|Geometroidea|Geometridae|Ennominae|Nacophora","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|clade|superfamily|family|subfamily|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|104431|82592|82593|82596|942369","942369",0,"2024-01-09T22:39:13Z","6","Could only match genus","1|0|0",0.75,"Nacophora"
"Nais behningi","Nais behningi",4,"National Center for Biotechnology Information","ce0521b6-e5e1-5453-8f65-04016ebe9e5a","Nais","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Annelida|Clitellata|Oligochaeta|Tubificida|Tubificina|Naididae|Naidinae|Nais","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|order|suborder|family|subfamily|genus","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6340|42113|6381|2937015|6383|2109251|1780200|74730","74730",0,"2024-01-09T22:07:45Z","6","Could only match genus","1|0|0",0.75,"Nais"
"Nanocladius alternantherae","Nanocladius alternantherae",4,"National Center for Biotechnology Information","e7c24e0d-efc2-54c9-8fae-c2d93033dceb","Nanocladius","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Nematocera|Culicomorpha|Chironomoidea|Chironomidae|Orthocladiinae|Nanocladius","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7148|43786|41828|7149|43808|611365","611365",0,"2024-01-09T22:29:17Z","6","Could only match genus","1|0|0",0.75,"Nanocladius"
"Narcissus incomparabilis","Narcissus incomparabilis",4,"National Center for Biotechnology Information","d3cc23a3-5646-5de9-882c-3fe5ff9b4a91","Narcissus","|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae|Liliopsida|Petrosaviidae|Asparagales|Amaryllidaceae|Amaryllidoideae|Narcissus","|superkingdom|kingdom|phylum|subphylum|clade|clade|clade|clade|class|clade|clade|subclass|order|family|subfamily|genus","131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|4447|1437197|73496|4668|703251|4697","4697",0,"2024-01-09T22:05:16Z","6","Could only match genus","1|0|0",0.75,"Narcissus"
"Nardia crenulata","Nardia crenulata",4,"National Center for Biotechnology Information","21b5a8b7-335f-5d4c-bc86-295e175a5111","Nardia","|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Marchantiophyta|Jungermanniopsida|Jungermanniidae|Jungermanniales|Jungermanniineae|Gymnomitriaceae|Nardia","|superkingdom|kingdom|phylum|subphylum|clade|clade|class|subclass|order|suborder|family|genus","131567|2759|33090|35493|131221|3193|3195|186771|186782|3199|3200|209791|209803","209803",0,"2024-01-09T22:13:32Z","6","Could only match genus","1|0|0",0.75,"Nardia"
"Nassarius obsoletus","Nassarius obsoletus",4,"National Center for Biotechnology Information","bdcc7f3b-dde7-5dd8-b065-68fb760e6bbf","Nassarius","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Gastropoda|Caenogastropoda|Neogastropoda|Buccinoidea|Nassariidae|Nassariinae|Nassarius","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|order|superfamily|family|subfamily|genus","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6447|6448|69555|6479|216303|6483|1934898|6484","6484",0,"2024-01-09T22:05:19Z","6","Could only match genus","1|0|0",0.75,"Nassarius"
"Natarsia baltimoreus","Natarsia baltimoreus",4,"National Center for Biotechnology Information","e2064a80-c14a-5e02-8a32-bdc0cf66b215","Natarsia","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Nematocera|Culicomorpha|Chironomoidea|Chironomidae|Tanypodinae|Natarsiini|Natarsia","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7148|43786|41828|7149|43810|997060|1887147","1887147",0,"2024-01-09T23:15:30Z","6","Could only match genus","1|0|0",0.75,"Natarsia"
"Naucoria erinacea","Naucoria erinacea",4,"National Center for Biotechnology Information","1b9e648c-143a-5ec4-978f-d4cb6062b4bc","Naucoria","|Eukaryota|Opisthokonta|Fungi|Dikarya|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales||Naucoria","|superkingdom|clade|kingdom|subkingdom|phylum|subphylum|class|subclass|order||genus","131567|2759|33154|4751|451864|5204|5302|155619|452333|5338|230759|101842","101842",0,"2024-01-09T22:08:53Z","6","Could only match genus","1|0|0",0.75,"Naucoria"
"Navicula  krasskei","Navicula  krasskei",4,"National Center for Biotechnology Information","0a42a7e4-80f1-5d42-b153-8bc87657b478","Navicula","|Eukaryota|Sar|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyceae|Bacillariophycidae|Naviculales|Naviculaceae|Navicula","|superkingdom|clade|clade|clade|phylum|class|clade|order|family|genus","131567|2759|2698737|33634|2696291|2836|33849|33850|38748|67474|50949","50949",0,"2024-01-09T22:06:40Z","6","Could only match genus","1|0|0",0.75,"Navicula"
"Neaspilota achilleae","Neaspilota achilleae",4,"National Center for Biotechnology Information","b9563a6f-bef3-5a72-b113-1050993a6109","Neaspilota","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Brachycera|Muscomorpha|Eremoneura|Cyclorrhapha|Schizophora|Acalyptratae|Tephritoidea|Tephritidae|Tephritinae|Terelliini|Neaspilota","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|clade|clade|||superfamily|family|subfamily|tribe|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7203|43733|480118|480117|43738|43741|43752|7211|43866|43884|28605","28605",0,"2024-01-09T22:05:45Z","6","Could only match genus","1|0|0",0.75,"Neaspilota"
"Neatus tenebrioides","Neatus tenebrioides",4,"National Center for Biotechnology Information","f2ade27e-d290-5e14-9203-50e085742289","Neatus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Tenebrionidae|Tenebrioninae|Neatus","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7041|41084|41088|71527|7065|1272141|1272750","1272750",0,"2024-01-09T22:51:18Z","6","Could only match genus","1|0|0",0.75,"Neatus"
"Neckera complanata","Neckera complanata",4,"National Center for Biotechnology Information","f0648758-9935-533c-8dcc-3b007df33685","Neckera","|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Bryophyta|Bryophytina|Bryopsida|Bryidae|Hypnanae|Hypnales|Neckeraceae|Neckera","|superkingdom|kingdom|phylum|subphylum|clade|clade|clade|class|subclass|superorder|order|family|genus","131567|2759|33090|35493|131221|3193|3208|404260|3214|114658|404315|13798|67442|94555","94555",0,"2024-01-09T22:08:37Z","6","Could only match genus","1|0|0",0.75,"Neckera"
"Nectriella paludosa","Nectriella paludosa",4,"National Center for Biotechnology Information","aa2b33b5-33db-596a-a286-2e0e74d4a62a","Nectriella","|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota||Pezizomycotina|||Sordariomycetes|Hypocreomycetidae|Hypocreales|Bionectriaceae|Nectriella","|superkingdom|clade|kingdom|subkingdom|phylum|clade|subphylum|clade|clade|class|subclass|order|family|genus","131567|2759|33154|4751|451864|4890|716545|147538|716546|715989|147550|222543|5125|103887|140102","140102",0,"2024-01-09T22:10:29Z","6","Could only match genus","1|0|0",0.75,"Nectriella"
"Nehalennia integricollis","Nehalennia integricollis",4,"National Center for Biotechnology Information","233ad083-6ce5-5afd-acc9-7da57b87c67d","Nehalennia","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Palaeoptera|Odonata|Zygoptera|Coenagrionoidea|Coenagrionidae|Nehalennia","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|order|suborder|superfamily|family|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33339|6961|50488|70894|70895|161233","161233",0,"2024-01-09T22:11:22Z","6","Could only match genus","1|0|0",0.75,"Nehalennia"
