"user_supplied_name","submitted_name","data_source_id","data_source_title","gni_uuid","matched_name","classification_path","classification_path_ranks","classification_path_ids","taxon_id","edit_distance","imported_at","match_type","match_value","prescore","score","superkingdom","kingdom","phylum","class","order","family","genus","species"
"Loxostege chortalis","Loxostege chortalis",4,"National Center for Biotechnology Information","15461aa5-e1c5-5c04-8e11-9716e682ca36","Loxostege comptalis","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Obtectomera|Pyraloidea|Crambidae|Pyraustinae|Loxostege|Loxostege comptalis","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|clade|superfamily|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|104431|37573|268499|40080|481308|1870044","1870044",3,"2024-01-09T23:14:50Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Crambidae","Loxostege","Loxostege comptalis"
"Lucilia caeruleiviridis","Lucilia caeruleiviridis",4,"National Center for Biotechnology Information","02fabfd7-e041-5423-8a12-e4208c836e90","Lucilia coeruleiviridis","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Brachycera|Muscomorpha|Eremoneura|Cyclorrhapha|Schizophora|Calyptratae|Oestroidea|Calliphoridae|Luciliinae|Lucilia|Lucilia coeruleiviridis","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|clade|clade|||superfamily|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7203|43733|480118|480117|43738|43742|43755|7371|43914|7374|376218","376218",1,"2024-01-09T22:20:22Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Calliphoridae","Lucilia","Lucilia coeruleiviridis"
"Lucilia sylvarum","Lucilia sylvarum",4,"National Center for Biotechnology Information","28a64e9e-724b-51af-b6f8-44e1504b6682","Lucilia silvarum","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Brachycera|Muscomorpha|Eremoneura|Cyclorrhapha|Schizophora|Calyptratae|Oestroidea|Calliphoridae|Luciliinae|Lucilia|Lucilia silvarum","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|clade|clade|||superfamily|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7203|43733|480118|480117|43738|43742|43755|7371|43914|7374|226139","226139",1,"2024-01-09T22:14:13Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Calliphoridae","Lucilia","Lucilia silvarum"
"Lumpenus lumpretaeformis","Lumpenus lumpretaeformis",4,"National Center for Biotechnology Information","eca96c0d-7653-5827-8609-8a9d572b0166","Lumpenus lampretaeformis","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Actinopterygii|Actinopteri|Neopterygii|Teleostei|Osteoglossocephalai|Clupeocephala|Euteleosteomorpha|Neoteleostei|Eurypterygia|Ctenosquamata|Acanthomorphata|Euacanthomorphacea|Percomorphaceae|Eupercaria|Perciformes|Cottioidei|Zoarcales|Stichaeidae|Lumpeninae|Lumpenus|Lumpenus lampretaeformis","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|class|subclass|infraclass|clade||cohort|clade|clade|clade|clade|clade|clade|clade|order|suborder|infraorder|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|7898|186623|41665|32443|1489341|186625|1489388|123365|123366|123367|123368|123369|1489872|1489922|8111|8100|8192|30892|476937|428035|1266874","1266874",1,"2024-01-09T22:51:05Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Chordata","Actinopteri","Perciformes","Stichaeidae","Lumpenus","Lumpenus lampretaeformis"
"Luxilu cornutus","Luxilu cornutus",4,"National Center for Biotechnology Information","dc9f415f-c3c6-59d6-863b-ed3adf10bb14","Luxilus cornutus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Actinopterygii|Actinopteri|Neopterygii|Teleostei|Osteoglossocephalai|Clupeocephala|Otomorpha|Ostariophysi|Otophysi|Cypriniphysae|Cypriniformes|Cyprinoidei|Leuciscidae|Pogonichthyinae|Luxilus|Luxilus cornutus","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|class|subclass|infraclass|clade||cohort|subcohort|clade|superorder|order|suborder|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|7898|186623|41665|32443|1489341|186625|186634|32519|186626|186627|7952|30727|2743726|2743731|33535|33539","33539",1,"2024-01-09T22:05:57Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Luxilus","Luxilus cornutus"
"Lycodes esmarkii","Lycodes esmarkii",4,"National Center for Biotechnology Information","b5d313f1-8fda-5970-9e01-2e248562b9ea","Lycodes esmarkii","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Actinopterygii|Actinopteri|Neopterygii|Teleostei|Osteoglossocephalai|Clupeocephala|Euteleosteomorpha|Neoteleostei|Eurypterygia|Ctenosquamata|Acanthomorphata|Euacanthomorphacea|Percomorphaceae|Eupercaria|Perciformes|Cottioidei|Zoarcales|Zoarcidae|Lycodinae|Lycodes|Lycodes esmarkii","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|class|subclass|infraclass|clade||cohort|clade|clade|clade|clade|clade|clade|clade|order|suborder|infraorder|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|7898|186623|41665|32443|1489341|186625|1489388|123365|123366|123367|123368|123369|1489872|1489922|8111|8100|8192|8193|561516|8196|215432","215432",0,"2024-01-09T22:13:47Z","1","Exact string match","3|0|0",0.988,"Eukaryota","Metazoa","Chordata","Actinopteri","Perciformes","Zoarcidae","Lycodes","Lycodes esmarkii"
"Lymantria dispar asiatica","Lymantria dispar asiatica",4,"National Center for Biotechnology Information","295fce6c-5d61-5a42-9b39-950244d02fcb","Lymantria dispar asiatica","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Obtectomera|Noctuoidea|Erebidae|Lymantriinae|Lymantria|Lymantria dispar|Lymantria dispar asiatica","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|clade|superfamily|family|subfamily|genus|species|subspecies","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|104431|37570|695564|27548|13122|13123|871304","871304",0,"2024-01-09T22:36:38Z","1","Exact string match","8|0|0",0.999,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Erebidae","Lymantria","Lymantria dispar"
"Lymnaecia phragmitella","Lymnaecia phragmitella",4,"National Center for Biotechnology Information","d4dd9817-54e7-5f97-ad31-52c6976d14c1","Limnaecia phragmitella","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Gelechioidea|Cosmopterigidae|Cosmopteriginae|Limnaecia|Limnaecia phragmitella","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|superfamily|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|37581|173647|248746|687101|687102","687102",1,"2024-01-09T22:31:48Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Cosmopterigidae","Limnaecia","Limnaecia phragmitella"
"Macaria sp.","Macaria sp.",4,"National Center for Biotechnology Information","030c29b1-3a7f-500c-a16e-034eac1b3536","Macaria sp.","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Obtectomera|Geometroidea|Geometridae|Ennominae|Macaria||Macaria","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|clade|superfamily|family|subfamily|genus||species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|104431|82592|82593|82596|393392|2636914|2938995","2938995",0,"2024-01-09T23:56:58Z","1","Exact string match","4|0|0",0.995,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Geometridae","Macaria","Macaria"
"Macaria sp.","Macaria sp.",4,"National Center for Biotechnology Information","f03f12d4-0d45-5f42-b6ec-4a8efe66a6aa","Macaria","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Obtectomera|Geometroidea|Geometridae|Ennominae|Macaria","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|clade|superfamily|family|subfamily|genus","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|104431|82592|82593|82596|393392","393392",0,"2024-01-09T22:21:03Z","2","Exact match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Geometridae","Macaria","na"
"Macaria sp.","Macaria sp.",4,"National Center for Biotechnology Information","75823083-1c9e-5fea-b00d-e67545c0c5cf","Macaria sp. abydataDHJ01","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Obtectomera|Geometroidea|Geometridae|Ennominae|Macaria||Macaria","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|clade|superfamily|family|subfamily|genus||species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|104431|82592|82593|82596|393392|2636914|704239","704239",0,"2024-01-09T22:32:26Z","2","Exact match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Geometridae","Macaria","Macaria"
"Macaria sp.","Macaria sp.",4,"National Center for Biotechnology Information","df2648ef-7f52-5730-8590-670389199a9d","Macaria sp. abydataDHJ02","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Obtectomera|Geometroidea|Geometridae|Ennominae|Macaria||Macaria","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|clade|superfamily|family|subfamily|genus||species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|104431|82592|82593|82596|393392|2636914|704240","704240",0,"2024-01-09T22:32:26Z","2","Exact match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Geometridae","Macaria","Macaria"
"Macaria sp.","Macaria sp.",4,"National Center for Biotechnology Information","2983c641-1696-504f-a005-b3ef22ba83bc","Macaria sp. approximariaDHJ02","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Obtectomera|Geometroidea|Geometridae|Ennominae|Macaria||Macaria","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|clade|superfamily|family|subfamily|genus||species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|104431|82592|82593|82596|393392|2636914|704241","704241",0,"2024-01-09T22:32:26Z","2","Exact match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Geometridae","Macaria","Macaria"
"Macaria sp.","Macaria sp.",4,"National Center for Biotechnology Information","04af357f-125b-51bb-9c6d-5506baf39a5b","Macaria sp. abydataDHJ03","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Obtectomera|Geometroidea|Geometridae|Ennominae|Macaria||Macaria","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|clade|superfamily|family|subfamily|genus||species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|104431|82592|82593|82596|393392|2636914|713760","713760",0,"2024-01-09T22:32:44Z","2","Exact match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Geometridae","Macaria","Macaria"
"Macaria sp.","Macaria sp.",4,"National Center for Biotechnology Information","d097cdf7-a7cf-5140-b013-1358dd464c7f","Macaria sp. approximariaDHJ01","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Obtectomera|Geometroidea|Geometridae|Ennominae|Macaria||Macaria","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|clade|superfamily|family|subfamily|genus||species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|104431|82592|82593|82596|393392|2636914|713761","713761",0,"2024-01-09T22:32:44Z","2","Exact match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Geometridae","Macaria","Macaria"
"Macaria sp.","Macaria sp.",4,"National Center for Biotechnology Information","27aeadc7-5611-50b6-8597-5574a36cca06","Macaria sp. biolep11","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Obtectomera|Geometroidea|Geometridae|Ennominae|Macaria||Macaria","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|clade|superfamily|family|subfamily|genus||species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|104431|82592|82593|82596|393392|2636914|713762","713762",0,"2024-01-09T22:32:44Z","2","Exact match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Geometridae","Macaria","Macaria"
"Macaria sp.","Macaria sp.",4,"National Center for Biotechnology Information","ce416ebf-2ef4-5236-a427-2a8921b501c6","Macaria sp. gambarinaDHJ02","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Obtectomera|Geometroidea|Geometridae|Ennominae|Macaria||Macaria","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|clade|superfamily|family|subfamily|genus||species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|104431|82592|82593|82596|393392|2636914|713763","713763",0,"2024-01-09T22:32:44Z","2","Exact match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Geometridae","Macaria","Macaria"
"Macaria sp.","Macaria sp.",4,"National Center for Biotechnology Information","aae035dd-1389-571a-a690-926f5687250c","Macaria sp. gambarinaDHJ01","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Obtectomera|Geometroidea|Geometridae|Ennominae|Macaria||Macaria","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|clade|superfamily|family|subfamily|genus||species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|104431|82592|82593|82596|393392|2636914|717177","717177",0,"2024-01-09T22:32:54Z","2","Exact match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Geometridae","Macaria","Macaria"
"Macaria sp.","Macaria sp.",4,"National Center for Biotechnology Information","a0f4f6a1-c82c-5213-bb82-b7a6339ec90e","Macaria sp. abydataDHJ05","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Obtectomera|Geometroidea|Geometridae|Ennominae|Macaria||Macaria","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|clade|superfamily|family|subfamily|genus||species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|104431|82592|82593|82596|393392|2636914|993957","993957",0,"2024-01-09T22:40:49Z","2","Exact match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Geometridae","Macaria","Macaria"
"Macaria sp.","Macaria sp.",4,"National Center for Biotechnology Information","b0b7f8f0-1600-51c6-ad02-ff358eff5e35","Macaria sp. wauariaAH01Ge","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Obtectomera|Geometroidea|Geometridae|Ennominae|Macaria||Macaria","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|clade|superfamily|family|subfamily|genus||species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|104431|82592|82593|82596|393392|2636914|997278","997278",0,"2024-01-09T22:40:53Z","2","Exact match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Geometridae","Macaria","Macaria"
"Macaria sp.","Macaria sp.",4,"National Center for Biotechnology Information","be0d5e99-5db4-539b-bf00-456c53cdef29","Macaria sp. carpoDHJ02","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Obtectomera|Geometroidea|Geometridae|Ennominae|Macaria||Macaria","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|clade|superfamily|family|subfamily|genus||species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|104431|82592|82593|82596|393392|2636914|1099246","1099246",0,"2024-01-09T22:44:37Z","2","Exact match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Geometridae","Macaria","Macaria"
"Macoma balthica","Macoma balthica",4,"National Center for Biotechnology Information","895bbeaf-f999-59ac-8096-205da2ee352c","Macoma balthica","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Bivalvia|Autobranchia|Heteroconchia|Euheterodonta|Imparidentia|Neoheterodontei|Cardiida|Tellinoidea|Tellinidae|Macoma|Macoma balthica","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|clade|infraclass|superorder|clade|order|superfamily|family|genus|species","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6447|6544|2785011|6599|735337|2785015|2908833|2783445|98297|52798|52799|1903275","1903275",0,"2024-01-09T23:16:14Z","1","Exact string match","3|0|0",0.988,"Eukaryota","Metazoa","Mollusca","Bivalvia","Cardiida","Tellinidae","Macoma","Macoma balthica"
"Macrochaetus collinsii","Macrochaetus collinsii",4,"National Center for Biotechnology Information","44f579ed-18f4-5436-98c4-fff34df10a39","Macrochaetus collinsi","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Gnathifera|Rotifera|Eurotatoria|Monogononta|Pseudotrocha|Ploima|Trichotriidae|Macrochaetus|Macrochaetus collinsi","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|superorder|order|family|genus|species","131567|2759|33154|33208|6072|33213|33317|2697495|2697496|10190|2816136|10191|1709201|84394|360671|360672|360673","360673",1,"2024-01-09T22:19:43Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Rotifera","Eurotatoria","Ploima","Trichotriidae","Macrochaetus","Macrochaetus collinsi"
"Macrochilo absorptalis","Macrochilo absorptalis",4,"National Center for Biotechnology Information","1a3b77d4-fa77-5802-bdb6-e4ee72f6379c","Macrochilo absorptalis","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Obtectomera|Noctuoidea|Erebidae|Herminiinae|Macrochilo|Macrochilo absorptalis","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|clade|superfamily|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|104431|37570|695564|95222|689134|689135","689135",0,"2024-01-09T22:31:51Z","1","Exact string match","3|0|0",0.988,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Erebidae","Macrochilo","Macrochilo absorptalis"
